Tags;Checked;Name;Formula;Annot. Source: Predicted Compositions;Annot. Source: mzCloud Search;Annot. Source: mzVault Search;Annot. Source: ChemSpider Search;Annot. Source: MassList Search;Annot. DeltaMass [ppm];Calc. MW;m/z;RT [min];Area (Max.);# ChemSpider Results;# mzCloud Results;# mzVault Results;mzCloud Best Match;mzCloud Best Match Confidence;mzCloud Best Sim. Match;mzVault Best Match;Mass List Match: Endogenous Metabolites database 4400 compounds;Mass List Match: Natural Products Atlas 2020_06;MS2;Reference Ion;Area: JB10553.raw (F1);Area: JB10553_20250303023609.raw (F2);Peak Rating: JB10553.raw (F1);Peak Rating: JB10553_20250303023609.raw (F2)
;FALSO;;C29 H18 N6;Full match;No results;No results;No match;No results;1,56;450,16;451,16727;1,387;715033,6417;3;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;715033,6417;501050,7335;3,6;4,1
;FALSO;Scytovirin;C66 H91 N19 O24 S;No results;No results;No results;No results;Full match;-0,73;1565,61936;783,81696;1,088;404608,2352;0;0;0;;;;;No matches found;Single match found;No MS2;[M+2H]+2;404608,2352;;7,9;
;FALSO;;C5 H14 O8 P2;Full match;No results;No results;No results;No results;-1,85;264,0159;265,02318;1,297;1511663,567;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1511663,567;1424840,698;6,6;1,2
;FALSO;;C17 H16 N4 O10 P2 S;Full match;No results;No results;No results;No results;0,53;530,00652;531,01379;1,097;447158,9123;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;447158,9123;446162,3811;7,4;7,4
;FALSO;;;No results;No results;No results;No results;No results;;101,52514;102,53242;0,991;1079892,685;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1060173,314;1079892,685;5;2,3
;FALSO;6-[Hydroxy(nitroso)amino]-7H-purine;C5 H4 N6 O2;Full match;No results;No results;Full match;No results;1,49;180,03984;181,04712;1,113;1243820,048;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1243820,048;1098285,975;6,6;5
;FALSO;Pivagabine;C9 H17 N O3;Full match;No results;No results;Full match;Full match;0,02;187,12085;170,11758;5,022;895189,7895;13;0;0;;;;;Single match found;No matches found;DDA for other ion;[M+H-H2O]+1;875982,7747;895189,7895;6,6;7,2
;FALSO;;C22 H35 N5 O;Full match;No results;No results;No match;No match;-3,35;385,28287;386,29014;6,803;822980,4373;3;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;731974,7002;822980,4373;5,8;5,2
;FALSO;;C18 H35 N O2 S;Full match;No results;No results;No results;No results;0,26;329,23893;330,24621;6,987;615983,4426;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;448155,2984;615983,4426;7,9;5,8
;FALSO;;C7 H4 N P S;Full match;No results;No results;No results;No results;1,23;164,98041;165,98769;1,161;430528,4934;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;430528,4934;;7,9
;FALSO;PENTADECYLAMINE;C15 H33 N;Full match;No results;No results;Full match;Partial match;-0,13;227,26127;228,26855;7,081;1363367,044;4;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;1296288,67;1363367,044;5;4,5
;FALSO;2,4-Diaminobutanoic acid;C4 H10 N2 O2;Full match;No results;No results;Full match;Full match;0,26;118,07426;119,08154;2,01;742944,1391;20;0;0;;;;;Single match found;Multiple matches found;No MS2;[M+H]+1;;742944,1391;;4,1
;FALSO;muramic acid;C9 H17 N O7;Full match;No results;No results;Full match;Full match;0,07;251,10052;252,1078;1,302;694566,5376;5;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;666560,1077;694566,5376;7,9;7,4
;FALSO;;C5 H9 Cl N5 O P;Full match;No results;No results;No match;No results;1,81;221,02372;111,51914;7,224;9563507,552;5;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;8036802,525;9563507,552;3,5;4
;FALSO;;C13 H6 O3;Full match;No results;No results;No results;No results;0,4;210,03178;106,02317;1,979;825620,5056;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;741564,2094;825620,5056;8,5;5,2
;FALSO;Cyclopentanone;C5 H8 O;Full match;No results;No results;Full match;Full match;0,6;84,05757;85,06484;1,54;14658750;34;0;0;;;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;14658750;;4;
;FALSO;;C41 H70 N5 O16 P;Full match;No results;No results;No results;No results;-0,14;919,45539;460,73497;4,575;570563,2796;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;540961,7857;570563,2796;7,4;6,8
;FALSO;2-({4-[(2-Isopropoxyethoxy)methyl]phenoxy}methyl)oxirane;C15 H22 O4;Full match;No results;No results;Full match;Partial match;0,28;266,15188;267,15918;7,048;12145592,8;57;0;0;;;;;No matches found;Multiple matches found;DDA for other ion;[M+H]+1;;12145592,8;;4
;FALSO;;C15 H15 N4 O3 P S2;Full match;No results;No results;No match;No results;-1,47;394,03174;395,03902;1,096;458568,3174;1;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;454240,9016;458568,3174;7,9;7,4
;FALSO;4-(Hydrazinomethyl)benzene-1,2,3-triol;C7 H10 N2 O3;Full match;No results;No results;Full match;Partial match;0,48;170,06922;171,0765;1,624;788051,8804;6;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;788051,8804;762474,4938;6,8;0,3
;FALSO;Geranyl acetate;C12 H20 O2;Full match;No results;No results;Full match;Full match;0,07;196,14634;197,15362;7,344;11114812,05;81;0;0;;;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;11114812,05;2691069,9;4,6;4,8
;FALSO;;C15 H14 N6 O2;Full match;No results;No results;No match;No match;-4,2;310,11652;311,1238;3,723;498423,2642;6;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;452272,5165;498423,2642;7,9;7,9
;FALSO;;;No results;No results;No results;No results;No results;;421,64986;422,65714;1,171;476709,6427;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;476709,6427;;8,5
;FALSO;;C16 H37 N O5 P2 S;Full match;No results;No results;No match;No results;-1,68;417,18607;418,19334;1,721;543141,0117;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;543141,0117;516883,7937;5,8;7,9
;FALSO;;C9 H25 N4 O3 P;Full match;No results;No results;No match;No match;3,98;268,1675;269,17477;7,126;9800302,681;10;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;8380029,842;9800302,681;4;4,6
;FALSO;3,6,9-trimethyloctahydro-3,12-epoxy[1,2]dioxepino[4,3-i]isochromen-10(3H)-one;C15 H22 O5;Full match;No results;No results;Full match;Full match;0,19;282,14678;283,15405;7,133;13886734,1;22;0;0;;;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;13886734,1;;4;
;FALSO;;;No results;No results;No results;No results;No results;;640,10204;641,10931;1,41;408013,4784;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;408013,4784;;6,3
;FALSO;;C6 H3 N5 O P2;Full match;No results;No results;No results;No results;-0,77;222,98111;223,98839;7,058;13049112,29;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;13049112,29;;5,1
;FALSO;;C30 H50 N P3;Full match;No results;No results;No match;No results;1,92;517,3166;518,32388;7,005;2113853,157;5;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;2113853,157;182034,2687;4,8;4,9
;FALSO;;;No results;No results;No results;No results;No results;;545,60726;546,61453;1,176;333813,0299;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;333813,0299;323431,0846;7,1;8,2
;FALSO;2-Pyrrolidone;C4 H7 N O;Full match;Invalid mass;No results;Full match;Full match;-1;85,05268;86,05996;1,487;11001816,76;12;10;0;;;44,2;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;11001816,76;10180348,6;4;3,5
;FALSO;;;No results;No results;No results;No results;No results;;361,85862;362,86589;1,083;268549,9375;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;268549,9375;254023,9313;7,1;7,6
;FALSO;;C2 H7 N2 P S;Full match;No results;No results;No results;No results;-1,47;122,00658;123,01385;1,001;1336435,067;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1233501,45;1336435,067;7,2;2,3
;FALSO;;;No results;No results;No results;No results;No results;;80,51334;81,52061;1,248;221673,9052;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;221673,9052;;5,4;
;FALSO;;C5 H7 P3 S2;Full match;No results;No results;No match;No results;-0,45;223,9201;224,92738;1,07;501779,372;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;468929,6689;501779,372;7,9;6,8
;FALSO;?-Acetylenic gaba;C6 H9 N O2;Full match;No results;No results;Full match;Full match;0,41;127,06338;128,07066;1,682;11313698,7;25;0;0;;;;;Multiple matches found;Multiple matches found;No MS2;[M+H]+1;4668940,59;11313698,7;1;4
;FALSO;;C2 H7 N2 O5 P;Full match;No results;No results;No match;No results;0,62;170,00936;171,01664;1,172;408150,5363;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;408150,5363;403691,4287;7,9;4,7
;FALSO;;C2 H4 N3 P;Full match;No results;No results;No results;No results;3,72;101,01466;102,02194;0,984;759959,1834;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;759959,1834;675862,5651;4,1;0,3
;FALSO;;;No results;No results;No results;No results;No results;;1384,64963;693,33209;1,098;243169,921;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;243169,921;;8,2;
;FALSO;;C6 H5 N7 O4;Full match;No results;No results;No match;No results;1,07;239,04056;120,52756;0,974;924494,0546;2;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;924494,0546;836509,8278;7,2;3
;FALSO;5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid;C8 H15 N3 O3;Full match;No results;No results;Full match;No results;-0,13;201,11132;202,11859;3,222;498616,3291;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;462349,319;498616,3291;6,3;6,8
;FALSO;;;No results;No results;No results;No results;No results;;1535,59653;768,80554;1,1;340923,2715;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;340923,2715;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;765,7979;766,80517;1,103;405506,0596;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;405506,0596;225916,0244;4,1;2,7
;FALSO;;C32 H72 N10 O P2;Full match;No results;No results;No match;No results;0,31;674,53679;675,54407;7,074;6165270,347;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;6165270,347;;5,1
;FALSO;;C H Br Cl N2 P3 S2;Full match;No results;No results;No results;No results;1,67;311,76711;312,77439;1,145;300885,4146;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;300885,4146;270651,9093;7,6;7,1
;FALSO;6-Amyl-?-pyrone;C10 H14 O2;No results;Invalid mass;No results;Full match;Partial match;0,25;166,09942;149,09613;1,535;25671645,14;110;3;0;;;54,3;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H-H2O]+1;25671645,14;22699636;4;3,5
;FALSO;Myristamine oxide;C16 H35 N O;Full match;No results;No results;Full match;No results;-0,05;257,27185;258,27913;7,152;893129,1789;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;848929,2211;893129,1789;6,1;4,5
;FALSO;;;No results;No results;No results;No results;No results;;745,77861;746,78589;1,106;181658,3334;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;181658,3334;;4,3
;FALSO;;;No results;No results;No results;No results;No results;;462,0192;463,02648;1,098;461447,5351;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;445912,9023;461447,5351;7,9;7,9
;FALSO;;;No results;No results;No results;No results;No results;;160,59007;322,18744;3,241;368662,4572;0;0;0;;;;;No matches found;No matches found;No MS2;[2M+H]+1;;368662,4572;;7,6
;FALSO;Diethyl phosphonothioate;C4 H11 O2 P S;Full match;No results;No results;Full match;No results;-4,63;154,02102;155,0283;1,956;271166,9869;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;224481,6517;271166,9869;5,4;7,6
;FALSO;;C H2 N4 O8 P2 S;Full match;No results;No results;No results;No results;2,48;291,90758;292,91486;1,069;567360,2412;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;567360,2412;511353,7381;7,4;7,4
;FALSO;2,5-Furandicarboxylic acid;C6 H4 O5;Full match;No results;No results;Full match;No results;0,23;156,00591;157,01318;2,382;1774708,872;3;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1610558,856;1774708,872;4,5;5,5
;FALSO;1-Cyclohexenecarboxylic Acid;C7 H10 O2;Full match;No results;No results;Full match;Partial match;0,06;126,06809;127,07536;1,452;14004840,49;43;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;403046,3659;14004840,49;6,8;4
;FALSO;;C6 H16 N5 O5 P;Full match;No results;No results;No match;No results;-2,57;269,08821;270,09549;1,403;349024,4011;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;349024,4011;;4,3
;FALSO;Dicyclohexylamine;C12 H23 N;Full match;No results;No results;Full match;Full match;0,02;181,18305;182,19033;5,255;754483,4958;7;0;0;;;;;Single match found;Single match found;DDA for preferred ion;[M+H]+1;751748,3844;754483,4958;6,8;6,8
;FALSO;;;No results;No results;No results;No results;No results;;600,80596;601,81323;1,112;161473,1708;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;114425,8132;161473,1708;3,8;8,2
;FALSO;Cyclohexanecarboxylic anhydride;C14 H22 O3;Full match;No results;No results;Full match;Partial match;-0,01;238,15689;239,16417;7,126;10007421,55;8;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;10007421,55;;4;
;FALSO;Heptylparaben;C14 H20 O3;Full match;No results;No results;Full match;Partial match;0,03;236,14125;237,14853;7,137;10571032,99;13;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;;10571032,99;;4,6
;FALSO;;;No results;No results;No results;No results;No results;;311,06222;312,06905;1,39;452075,4804;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;435299,8181;452075,4804;6,8;7,4
;FALSO;;C3 H5 Cl N5 O6 P;Full match;No results;No results;No results;No results;-2,56;272,9659;273,97318;1,158;343420,6626;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;343420,6626;323177,8368;8,2;7,6
;FALSO;;C H3 Br Cl3 N6 O15 P3 S5;Full match;No results;No results;No results;No results;-1,54;775,57098;776,57826;1,145;251106,847;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;251106,847;185376,3362;7,6;7,6
;FALSO;;;No results;No results;No results;No results;No results;;111,95952;112,9668;0,304;316866,0267;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;316866,0267;;7,6
;FALSO;Neutral Red;C15 H16 N4;Full match;No results;No results;Full match;No match;-4,68;252,13632;253,14359;7,149;12764375,48;18;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;12764375,48;12456708,84;4,6;4
;FALSO;Furaneol;C6 H8 O3;Full match;No results;No results;Full match;Full match;0,4;128,0474;129,05467;1,381;642465,9146;31;0;0;;;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;642465,9146;;5,8;
;FALSO;tert-Butyl [6-(2-aminoethyl)-2,2-dimethyl-1,3-dioxan-4-yl]acetate;C14 H27 N O4;Full match;No results;No results;Full match;No results;-0,22;273,19395;274,20123;7,181;1508613,669;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1508613,669;;4,5
;FALSO;;C33 H48 N2 O10;Full match;No results;No results;No results;No results;2,69;632,33259;633,33987;7,867;1017634,874;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;976536,3529;1017634,874;6,1;6,6
;FALSO;;;No results;No results;No results;No results;No results;;114,95687;115,96413;0,3;114310,2312;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+H]+1;;114310,2312;;4,9
;FALSO;;C36 H78 N10 O P2;Full match;No results;No results;No match;No results;0,1;728,5836;729,59088;7,126;5874576,778;4;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;4868987,691;5874576,778;3,2;4
;FALSO;;C32 H59 O P3 S2;Full match;No results;No results;No match;No match;0,98;616,32262;617,3299;7,464;1247787,129;1;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;871905,3114;1247787,129;3,9;6,1
;FALSO;;;No results;No results;No results;No results;No results;;622,12847;623,13574;1,512;337801,081;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;337801,081;;6;
;FALSO;;C11 H10 N O3 P;Full match;No results;No results;No match;No match;4,02;235,04078;118,52766;7,581;2114135,406;2;0;0;;;;;No matches found;Multiple matches found;DDA for other ion;[M+2H]+2;2114135,406;1837830,912;4,8;3,9
;FALSO;;;No results;No results;No results;No results;No results;;1563,60459;782,80957;1,087;509108,3928;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;509108,3928;;7,4
;FALSO;N,N-Dimethylicosan-1-amine;C22 H47 N;Full match;No results;No results;Full match;No results;0,24;325,37093;326,3782;7,371;774378,9414;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;774378,9414;749801,7215;5,2;6,3
;FALSO;;;No results;No results;No results;No results;No results;;285,89066;286,89793;1,059;285102,6685;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;277952,9274;285102,6685;7,1;8,2
;FALSO;;C15 H20 N10;Full match;No results;No results;No match;No match;4,17;340,18866;341,19592;7,121;9624106,946;3;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;8970521,167;9624106,946;4,6;5,1
;FALSO;;;No results;No results;No results;No results;No results;;667,64141;668,64868;1,139;197744,6408;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;197744,6408;;8,2
;FALSO;;C12 H4 Cl2 N O P;Full match;No results;No results;No match;No results;-4,55;278,93949;279,94676;1,198;372698,056;3;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;372698,056;361354,8766;7,6;8,2
;FALSO;;C7 H5 Br Cl2 N4 O8;Full match;No results;No results;No results;No results;1,94;421,8676;422,87488;1,194;376532,5757;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;249305,9008;376532,5757;7,6;5,4
;FALSO;;;No results;No results;No results;No results;No results;;111,51235;112,51962;0,338;246250,9195;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;246250,9195;;7,6
;FALSO;;C14 H29 N O2 S;Full match;No results;No results;No results;No results;0,1;275,19193;276,1992;6,67;423854,0687;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;423854,0687;413520,0181;8,5;7,9
;FALSO;Oleyl Alcohol;C18 H36 O;Full match;No results;No results;Full match;Full match;0,05;268,27663;269,28391;3,181;10684709,98;7;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;;10684709,98;;5,1
;FALSO;Oleyl Alcohol;C18 H36 O;Full match;No results;No results;Full match;Full match;0,05;268,27663;269,28391;2,946;12349184,59;7;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;12349184,59;;4,6;
;FALSO;;C2 H3 Br Cl4 N4 O9 S5;Full match;No results;No results;No results;No results;1,72;605,64514;606,65158;1,145;326376,4772;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;326376,4772;308343,9073;7,6;7,1
;FALSO;;;No results;No results;No results;No results;No results;;608,6848;609,69208;1,136;221596,001;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;221596,001;;8,2;
;FALSO;;;No results;No results;No results;No results;No results;;605,56304;606,57031;1,175;267351,619;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;266266,3;267351,619;7,1;8,2
;FALSO;;;No results;No results;No results;No results;No results;;417,70177;418,70905;1,148;332792,3953;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;331334,9583;332792,3953;7,6;7,1
;FALSO;N-ethylmaleimide;C6 H7 N O2;Full match;No results;No results;Full match;Full match;0,36;125,04772;126,055;1,476;20904213,77;24;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;367963,7684;20904213,77;4,3;4
;FALSO;;C H2 Cl3 O11 P S2;Full match;No results;No results;No results;No results;-1,97;389,7834;390,79068;1,141;336428,2099;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;329164,2875;336428,2099;7,6;7,1
;FALSO;;C32 H32 N9 P;Full match;No results;No results;No results;No results;-0,04;573,2518;287,63318;7,358;1707597,157;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1707597,157;;4,5;
